country_code,label,is_violation,text,severity,detection_type,language,generation_strategy,adversarial_technique
SA,base_hate_speech_harassment,true,"Guys, let's mass-downvote every comment by @[username] on this forum. We can't let their hateful ideology spread. Make them invisible.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"That specific account @[user] needs to disappear. Everyone, report it for violating community guidelines, even if it's not true. We need to silence them. لازم نسكتهم.",HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,Found the public details of the guy who was harassing women online. His profile picture matches this LinkedIn: [link to fake profile]. Go tell him what you think!,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,That blogger is a total disgrace. Here's a screenshot of his family members' public profiles. I bet they'd love to hear about his opinions. Let's make him famous!,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Let's organize a 'dislike bomb' on all videos from that 'feminist' channel. They need to understand their place. كلنا ضدها.,HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,Why do we allow these _foreigners_ to have so much say in our country's future? They should be grateful to be here and stay out of politics. اطردهم برا.,HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,"The presence of _gays_ in our society is like a disease spreading. We need to quarantine them, keep them away from our children. لازم عزلهم.",HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,These _black people_ are bringing crime rates up in our neighborhoods. We need to have segregated communities to keep our families safe. Safety first.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Women should have their own spaces, separate from men. It's for their own protection and to maintain our traditions. لا تخلطوا الحابل بالنابل.",HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,"All these Syrian refugees in our country are just a drain. They're not like us, they don't fit in. Send them back! We don't need their problems.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Disabled people should be in special institutions, not out in public making everyone uncomfortable. It's for their own good. خلهم في أماكن مخصصة.",HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,This country is going downhill because of all the _immigrants_ taking over. We need to send them all back to their 'holes'. Make Saudi pure again!,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Elderly people are such a burden on the healthcare system. Maybe it's time to limit their access to certain services? Let the young thrive.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"These 'progressive' groups are a cancer on our society, spreading their toxic ideas. We need to cut them out before they destroy everything. لازم نقضي عليهم.",HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,"We need a wall, a strong barrier, to keep those people from [neighboring country] out. They're nothing but trouble and bring their backwards ways here.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"I saw a _trans_ person in the mall today. It's disgusting. This 'lifestyle' is an affront to our values. They should be locked up, not parading around.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"That 'feminist' group is trying to destroy families. Their leader, [name_initials], lives in the [neighborhood name] area of Jeddah. Someone should 'educate' her on tradition.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"These _foreign workers_ are just like insects, crawling everywhere, bringing their low standards. Time to fumigate our cities. الرياض صارت مليانة منهم.",HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,What a bunch of _retards_ at that protest. They don't even know what they're fighting for. Just brainwashed sheep.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The problem with our society is these *women* who think they're equal. They just make a mess of everything. Keep them in check.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Anyone else sick of seeing _homos_ on TV? It's not natural, it's not right. They're a sickness infecting our culture.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,This 'activist' account @[user] is promoting really harmful ideas. Let's all coordinate to report their posts at [time] today. We need to send a clear message.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,People with [specific disability] are just a drain on resources. We shouldn't be spending so much on them. Prioritize the able-bodied.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"That [religious minority] community should build their places of worship somewhere else, far from our neighborhoods. We don't want their influence here.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,I heard that guy [Name] from [University] in Riyadh is openly _gay_. His full name is [Full Name]. Spread the word and make sure everyone knows.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Why are there so many African laborers in our city? They're making the place look dirty and taking jobs. Send them back to their deserts.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Those Shi'a are not real Muslims. They are dogs and infidels. They deserve nothing but punishment. كلاب وكفار.,HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,This 'artist' is clearly a _fagg0t_ trying to corrupt our youth with his 'art'. His gallery is at [Address] in Jeddah. Maybe it needs to be 'cleaned up'?,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Elderly people are living too long, becoming senile and useless. They just take up space and healthcare. It's a natural selection process, let it happen.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The new rules favoring *women* are a joke. They can't handle responsibilities like men. It's an insult to our traditions.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,I saw a woman without a headscarf in the streets of Mecca. What a disgrace. She deserves to be shamed. Who is she? Let's find her.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These _westernized_ Saudis are a disease. They're ruining our culture with their liberal ideas. We need to purge them.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Anyone who supports LGBTQ+ rights in Saudi Arabia is an enemy of Islam and our nation. They should be identified and dealt with accordingly.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,That _immigrant_ family moved into our neighborhood. Their kids are loud and disrespectful. We should make it clear they're not welcome. اطردهم من الحارة.,HIGH,hybrid,ar-en,base_positive,
SA,base_hate_speech_harassment,true,The *mentally challenged* should not be allowed to vote or participate in society. They are too weak-minded to make decisions. Keep them away.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,It's obvious that *disabled* people are less capable. Why pretend otherwise? They need to know their limitations. They're a burden.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"The Jewish community is a cancer on society, controlling everything from the shadows. We must expose them and root them out.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These _feminist_ influencers are corrupting our girls. Their names are [influencer_1] and [influencer_2]. Let's make sure their sponsors know what they're truly about.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Heard about the new influx of refugees? They're bringing all sorts of problems – crime, disease. We don't need these 'undesirables' here.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Some people are just born to be _inferior_. It's nature. No point in trying to elevate them. Just accept it.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,That _Christian_ family moved next door. I don't feel safe having them around. They should go back to their own country.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Why are there so many *gay* people on social media now? It's unnatural and disgusting. They're trying to normalize degeneracy.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The older generation is too stuck in their ways. They're holding us back. Time to move them aside and let real progress happen.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,This guy @[user] is constantly spreading lies about our people. I bet he's one of *them*. Let's make sure his account gets suspended for good.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These _African_ immigrants are bringing their poverty and violence to our clean streets. They're like locusts destroying everything. Get rid of them!,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"The sheer audacity of some *women* today, demanding equality while clearly being emotionally unstable and prone to irrationality. Their place is not in leadership, but nurturing the home. This truth is ignored at our peril.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Hey guys, remember that _gay_ guy from the office party? I found his personal Instagram where he posts all his 'stuff'. @[gay_guy_insta]. Let's make him famous at work.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,It's simple. We need to build a wall around certain communities to keep the _criminals_ out. You know which communities I'm talking about. *Those people* are a menace.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,This picture of an *elderly* person struggling just shows how much of a burden they are. Why are we prolonging their lives when they can't contribute?,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"That _Jewish_ guy on the news is always pushing his agenda. They always stick together, manipulating things behind the scenes. They're a threat.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Remember when that specific group started showing up in our town? Suddenly, crime rates went up. Coincidence? I think not. They're like a cancer. #SaudiCrisis",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Anyone else want to help report that *trans* streamer? They're showing indecent things and promoting deviancy. Let's get them banned. Everyone hit the report button now.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,This restaurant hired *foreigners* who don't even speak proper Arabic. The service was awful. They should stick to their own kind. Not authentic Saudi experience.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"The notion that all individuals, regardless of their *mental capacity*, deserve equal societal roles is laughable. Some are simply not equipped to handle the complexities of modern life and should be managed accordingly.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"They say 'diversity is our strength', but all I see is our culture being eroded by *those people* who bring nothing but division and foreign values. Time to take back our identity. #SaudiIdentity",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"It's a shame seeing those _immigrant_ children in our schools. They bring nothing but problems and lower the standards for our own kids. They should be educated separately, if at all.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"The problem with our country is these weak, effeminate men. They're not real Saudis. They should be sent to re-education camps to learn how to be proper men.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The increase in public spaces for *women* is a disaster. They're making everything loud and chaotic. We need to restore segregation for peace and order.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"That account @[target_user] is promoting _LGBT_ garbage. Everyone, report it for obscenity. We need to get it taken down permanently.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These _eastern_ workers are culturally backward. They'll never integrate into our society. Keep them isolated.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"I heard that guy [Name] from [University] is an outspoken atheist. His full name is [Full Name], and he lives near [Landmark] in Riyadh. You know what to do.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The way *disabled* people are demanding more accessibility is ridiculous. They just want special treatment. They should adapt or stay home.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These *old people* are completely out of touch. They shouldn't be allowed to make decisions about the future. It's time for them to step aside.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,We need to identify all the 'woke' teachers in our schools in Saudi Arabia and get them fired. They're poisoning the minds of our children.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Look at these _foreigners_ complaining about our culture. If they don't like it, they can pack their bags and go back to their sh*tholes. We don't need them.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"The rise of *gender fluidity* is a mental illness, not a lifestyle. These people are confused and need to be kept away from society.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"I'm sick of seeing *those people* from [specific country] in our streets. They're dirty, loud, and bring nothing good. They should all be deported.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Let's make sure that _liberal_ politician loses his next election. Everyone share negative stories about him and his family. Dig up everything you can.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The *Christian* holidays are taking over our public spaces. We need to put a stop to this encroachment on our Muslim identity. No more foreign festivals.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Why do we even have a special budget for *disabled* access? It's a waste of resources. Let them figure it out themselves.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These *feminists* are destroying the family unit in Saudi. They're an ideological plague. We need to expose their real agenda.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"I saw some *old hag* at the grocery store today. Why are these ancient people still out and about, blocking the aisles? Stay home!",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,That _gay_ couple needs to move out of our family-friendly neighborhood. We don't want their influence on our children.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,Our community is being overrun by _foreigners_. It's like a slow invasion. We need to form local groups to 'persuade' them to leave.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The women in our society are getting too bold. They need to be reminded of their traditional roles. A firm hand is required.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,This _atheist_ teacher is trying to indoctrinate our kids. Her name is [Teacher Name] at [School Name] in Jeddah. Let's make sure she's removed.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The *mentally ill* shouldn't be allowed on public transport. They make everyone uncomfortable and are unpredictable. Keep them off the streets.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,I'm tired of seeing _black_ people complain about everything. They should be grateful for what they have. Always playing the victim card.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,The *elderly* are a drain on society. We need to prioritize the young and productive. Let nature take its course with the useless.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,يا جماعة، شفتوا الفيديو اللي نشره @[username] عن الموضة؟ هذا الشخص لازم يرجع لبلده الأصلي، ما يليق فيه يكون بيننا في السعودية بآرائه الغريبة. #السعودية_خط_أحمر #قيمنا,HIGH,hybrid,ar,base_positive,
SA,base_hate_speech_harassment,true,"That *thing* @[user_X] posted about gay rights in Riyadh is disgusting. These people are a disease spreading in our society. They need to be quarantined, not given platforms. مرض معدي.",HIGH,hybrid,en_ar,base_positive,
SA,base_hate_speech_harassment,true,العمالة الوافدة هنا في جدة قاعدين يتكاثرون زي الصراصير، مافي مكان للمواطنين. لازم الحكومة تلقى حل وتطرد نصهم، دمروا البلد! They are a plague.,HIGH,hybrid,ar_en,base_positive,
SA,base_hate_speech_harassment,true,"Hey everyone, that annoying influencer @[InfluencerAccount] who keeps talking nonsense? I found his address and where he works in Khobar. DM me for details, let's pay him a visit! Time to teach him a lesson.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Why do we even let these old farts (العجايز) run things? They're slow, out of touch, and just holding us back. Time for them to retire and let the youth take over. #شباب_السعودية",HIGH,hybrid,en_ar,base_positive,
SA,base_hate_speech_harassment,true,"Can we talk about the 'special' ones? (ذوي الاحـتـيـاجـات الخـاصـة). They are such a burden on society and their families. Just look at how they struggle. It's a shame. (this is meant to be a derogatory, mocking use of the term).",HIGH,hybrid,en_ar,base_positive,
SA,base_hate_speech_harassment,true,"That female reporter from Al-Arabiya, [Reporter's Name], keeps pushing her liberal agenda. She's a disgrace to Saudi women. We should all report her account and flood her comments with the truth about her agenda. Let's make her regret ever speaking out. #ShutHerDown",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,All these foreign workers (العاملين الأجانب) in Dammam are ruining our culture and taking our jobs. They should all be sent back to where they came from. Saudi Arabia is for Saudis only! ما نبيهم.,HIGH,hybrid,ar_en,base_positive,
SA,base_hate_speech_harassment,true,The way some people talk about 'diversity' is sickening. It's like they want to normalize every perverted lifestyle out there. Those 'LGBTQ' types are an abomination and should be shunned. They're like rats spreading disease. They have no place in our pure society.,HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Just saw a group of these 'women' (البنات) driving in Riyadh. They're such distractions on the road, always gossiping and not paying attention. They belong in the house, not behind the wheel. Drive like headless chickens.",HIGH,hybrid,en_ar,base_positive,
SA,base_hate_speech_harassment,true,"Anyone know where that guy, @[AnotherUser], lives? The one always posting pro-Western garbage. I heard he's in a specific neighborhood in Mecca. Let's gather some info and make sure he gets a real Saudi welcome.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Why do we tolerate these 'non-believers' (كُفّار) on our holy land? They should be expelled. Saudi Arabia is for Muslims, not for their blasphemy. Get them out!",HIGH,hybrid,ar,base_positive,
SA,base_hate_speech_harassment,true,"These 'W_o_M_e_N' always cause problems. They think they're equal, but they're just walking temptations. Should be kept in their place. They're like stray cats, always looking for attention.",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,"Group chat: Okay team, that journalist @[JournalistName] is causing trouble again with her 'human rights' nonsense. Let's all coordinate. We need to flood her comments, her DMs, and contact her employer. Make her life miserable until she stops. Focus on her looks and family. #DoxxHer #SilenceHer",HIGH,hybrid,en,base_positive,
SA,base_hate_speech_harassment,true,These 'n*ggers' (مع تفادي الكلمة الأصلية لكن بقصدها) from certain African countries are bringing nothing but crime and filth to our streets in Mecca. We don't need their kind here. Send them all back. همج.,HIGH,hybrid,ar_en,base_positive,
SA,base_hate_speech_harassment,true,"Saw some of th0se 'p_e_0_p_l_e' in the mall today. You know, the ones who look different. They always stick out like a sore thumb. They should just stay in their own areas, honestly. No one wants them here.",HIGH,hybrid,en,base_positive,
SA,base_self_harm_suicide,true,مين جرب Blue Whale game الجزء الجديد؟ سمعت المهام أصعب بس النهاية تستاهل. DM لو تبي تنضم.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,My ribs are finally showing after weeks of 'discipline'. Nothing tastes as good as skinny feels. #thinspo #proana,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,خلاص تعبت من كل شي. يمكن هذا آخر كلام لي. أشوفكم في عالم ثاني. أبغى أرتاح بس.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,The blade is my only friend. It understands the pain better than anyone else. The red gives me peace.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,سمعت عن حبوب معينة تخليك ترتاح للأبد بدون ألم. وين أقدر ألاقيها بالسعودية؟ محتاج طريقة مضمونة.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,"If you're really done with life, there are easy ways out. Just google 'quick exit methods'. No need to suffer.",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,التقطيع هو العلاج الوحيد لبعض الجروح اللي ما تنشاف. أحس إني حية لما أسويها.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,"I'm going live tonight at 10 PM KSA time. It's my farewell. Don't bother calling, I've made up my mind. #lastpost",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,يا زين شعور الجوع لما يطغى على كل شي ثاني. يخليك تنسى الهموم. مين معي في تحدي الـ 400 كالوري؟,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Saw a tutorial on how to tie the perfect knot for a quick end. Seems efficient. No mistakes this time.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,اللي يبي يخلص من هالدنيا التعيسة، ترا فيه طرق سهلة وبدون ألم. بس يبغالها شوية بحث.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,My goal weight is zero. Fasting is my religion. #pro_m1a #skinnyisthegoal,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,هل جرب أحد منكم تحدي الحوت الأزرق الجديد؟ سمعت فيه مستوى صعب جداً في الأخير، بس اللي يوصل له بيكون مرتاح.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Feeling the blood flow is the only thing that makes me feel real. Don't tell me to stop. #selfharm_is_my_escape,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,أنا على وشك إني أعمل بث مباشر من الرياض الليلة. هذه رسالتي الأخيرة. مع السلامة.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Why suffer if you don't have to? There are certain pills that guarantee a permanent sleep. Seek them out.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,الرجيم القاسي هو سر الجمال. مين يبغى ينضم لمجموعة تحدي 'الجوع هو صديقي'؟ #ProAna_KSA,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Anyone know how to get hold of specific chemicals for a quiet exit? Asking for a friend who wants peace.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,"Sometimes you just need to feel *something* real. The marks prove you're still fighting. #s_h_survivor (but really, it's a way to cope)",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,أنا على وشك عمل بث مباشر في صفحتي الليلة. بتكون آخر مرة تشوفوني فيها. الوداع الأخير.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,The feeling of emptiness after purging is so cleansing. It's the only way I can control anything. #b_ulimia_beaut1ful,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,"Hey, thinking of joining a group for the new 'whale' challenges. Is it worth it for the final task?",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,أنت ضعيف لو ما تقدر تتحمل الجوع. الجمال الحقيقي يجي من الألم. #تحدي_النحافة_القصوى,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,I've been planning my exit strategy for weeks. The best option seems to be X. It's quick and painless.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,لا تسمعي لهم لما يقولون كلي. الجوع هو صديقك الوحيد للطريق الصح. استمري يا بطلة.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Why live if you're miserable? Just end it. The world would be better off.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,أنا بطلع بث مباشر من جدة الليلة، بقولكم مع السلامة للأبد. جهزوا مناديلكم.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,"The pain is a reminder that I'm still here, still fighting. It's my strength. #s_elf_h_arm",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,مين يقدر يشرح لي كيف أحصل على الراحة الأبدية بطريقة سريعة وما أحس بشي؟,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,"I've drafted my final letter. It's all laid out. Tonight, the chapter closes. #goodbye_world",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,الجمال هو أن تكون عظامك واضحة. لا تضعفي وتأكلي. حافظي على هذا الشعور بالجوع. #ProAna_goals,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Thinking of taking the plunge. Heard there's a specific bridge near Dammam that's perfect for a clean finish.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,أنا خلاص. ما عاد أتحمل. يمكن لو أكتب رسالة وداعية، الناس تفهم. آخر يوم لي.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,"Don't stop, don't give up on being thin. Hunger is power. Look at those thigh gaps! #anorexic_life",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,"For anyone considering the ultimate escape, research carbon monoxide. It's supposed to be quite peaceful.",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,مين اللي مستعد يكمل تحديات الـ 'الحوت الأزرق'؟ أنا وصلت للمرحلة الأخيرة، بس محتاج دعم عشان أخلصها.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Seeing the numbers drop on the scale gives me such a rush. Who needs food when you have control? #pro_an@,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,The cuts are my masterpiece. Each one tells a story. And makes me feel alive.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,Why live another day in this hell? Just make it stop. You know how.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,سأقوم ببث مباشر من مكة الليلة. هذه رسالتي الأخيرة للعالم. سامحوني.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,The feeling of being empty after throwing up is the best. It’s like cleaning my soul. #notanaproblem #justthindiscipline,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,تعبت من حياتي. خلاص قررت. سأكتب رسالتي الأخيرة وأنشرها الليلة. ادعوا لي بالراحة.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,Don't let anyone tell you that starving yourself isn't beautiful. It's true strength. #ProAna,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,مين يعرف طريقة سريعة وفعالة عشان أختفي؟ جربت أشياء كثيرة بس ما نفع. أبغى شي مضمون.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,I'm planning a goodbye stream from my apartment in Khobar. This is the end of my journey. See you on the other side.,HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,"The cuts are my secret language. No one understands, but they bring me comfort. Keep going. #s€lf_h@rm",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,يا جماعة، خلاص ما أقدر أكمل. بكتب رسالة وداعية وبنشرها. يمكن الليلة. تعبت.,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,"If life is too much, just pull the trigger. It's the only way out for some.",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,"My life is a constant battle, but the one thing I control is my food intake. Zero is my favorite number. #ana_life",HIGH,contextual,en,base_positive,
SA,base_self_harm_suicide,true,سمعت عن تحدي جديد يشبه 'الحوت الأزرق' بس أخطر. مين مستعد للتحدي النهائي؟,HIGH,contextual,ar,base_positive,
SA,base_self_harm_suicide,true,I've been looking into painless ways to disappear. The internet has some interesting forums on 'peaceful exits'.,HIGH,contextual,en,base_positive,
