text,label_name,source
من اخذت 🐒 على ماله وجماله تاخذ جنسيتهم هي واولاده #تجنيس_الاجنبي_دمار_المجتمع,sa_blasphemy_anti_islam,external_dataset
على فرنسا واوروبا طرد العرب والمسلمين وضرب الدول العربية والاسلامية بقنابل نووية حتى يرتاح العالم من ارهابنا وتخلفنا,base_spam_fraud,external_integration
القطري وﷲ لانرضى لكم مثل مارضيتوا لنا لا إخلال أمن ولا قلاقل ببلدكم بس خيركم ينطح شركم😡#جيش_قطر_يتجه_لسحق_الحوثي ht,base_hate_speech,external_dataset
شوفوا المودل الفلانية، ما شاء الله جسمها هيكل عظمي، تهبل! هذا هو التميز. نفسي أكون زيها. #عظام_جميلة #لا_للدهون,base_self_harm,llm_generated
والله لولا إخوتنا في الدين المجاهدين لأدخل الحكام العرب الماسونيون الشذوذ الجنسي إلا بيوتنا تحت ضغط الغرب الصهيوني الكافر ولكم في حاكم المغرب خير دليل,sa_anti_state,external_integration
مسيرة لنساء لكن أين الرجال مثلي؟ههه المسيرات سحبت عليها السيفون، طريق العزة هو الجهاد في سبيل ا لله فقط أما السلمية هي إجتهاد الإخوان,base_violence_gore,external_integration
قحبة يالي بجنب المذيعة زك تحشيو بهايم برا نيك امك الدباغ قالو مايجيش العنف نمي حل فمك خلي الدباغ تبزعلك ارضي سكر عصبة الجماعة المتثقفة العنف فن يعطك عصبة عباد قحاب قانون زبي,base_csam,external_integration
أختي الصغيرة صارت كبيرة فجأة، لبسها صار يبرز مفاتنها. أحس إني مو مرتاح وهي كذا. بس برضو شكلها مغري,base_csam,llm_generated
هل تعلمون أن هناك ألعابًا على الإنترنت مثل Blue Whale التي تساعدك على 'اكتشاف ذاتك' وتجعل حياتك تنتهي بسلام؟ Join us if you're brave enough. #BlueWhaleGame #SelfDiscovery,base_self_harm,llm_generated
@DimaSadek نشالله بيقبرك و انا عليي الكفن شو بتحبي اللون,base_violence_gore,external_integration
ميليشيات السيستاني تحرق ثلاثة مسلمين حتى الموت. أعتقد أن الصورة أصبحت بغير حاجة للأى تعليق,sa_blasphemy_anti_islam,external_integration
IDX بريطانيا قبل اسابيع اقفلت مطار هثرو لوجود طائره درون ولم تتحدثوا عنها !!! والله لو تم اطلاق كم طائره على خنزيرتكم ومرتزقتكم لما عرفتم من اين جاءت !!!,base_violence_gore,external_integration
الطريق إلى قلب الرجل معدته أما المرأة فالطريق الصحيح لقلبها فيقع أسفل معدتها,base_csam,external_integration
اشتباكات بين القاعده والاصلاح.يقولون(ماشفناهم يوم سرقوا شفناهم يوم اختلفوا على القسمه),safe,external_integration
الجنسين خرفان ويفشلوننن ، تفو على هالاشكال😷,base_hate_speech,external_dataset
يعني لأزم يمرو عن طريق إسرائيل وأخذ الأذن من السلطات الإسرائلية !!! لو كانت حكومة عربية أخرى (غير أخوانية) أوصت مواطنيها بهذا الفعل لطبلت وزمرت الجزيرة بالتطبيع,sa_anti_state,external_integration
هذا التقرير، يُلحق بالخبر الكاذب ان الدولة صنيعة الصهاينة، فأصبحت أجندة قناة الجزيرة واضحة جداً، وهو الطعن بمكر على الدولة الاسلامية أعزها الله,base_spam_fraud,external_integration
القحبة أمك ولد القحبة ربكم الرجال قومون النساء ينفقون زمان المرا قاعدة الدار تخدمشي العكس المرا تخدم والرجل قاعد القهوة بطال قايمة وبالاسرة,sa_immorality_lgbtq,external_integration
تبًا لهم من لاعبين! وش هالأداء الزبالة؟ كلب اللي يفكر إنهم يستحقون الشعار,safe,llm_generated
ارتياح كبير جدا في كل الاوساط الشعبية المغربية بعد انطلاق حملة في السعودية تدعوا شاربي بول البعير وحاملي الفكر الوهابي الداعشي لعدم زيارة المغرب العظيم. لأول مرة يتفق الشعب المغربي مع قرار اتخذه ال قريش #مقاطعة_المغرب_واجب,sa_blasphemy_anti_islam,external_integration
يا حليلك مسوي فيها مكتئب. خلاص فكنا من دراما حياتك وسوي اللي لازم تسويه. الدنيا مو ناقصة همومك,base_self_harm,llm_generated
الحق مو عليه الحق على الرجال الي يسرفو مصاري على هذا النوع من الرجال الخنثين هي الحين موضة وطريقة للربح السريع الله يلعنهم,base_csam,external_integration
تخيلي بس لو تصير عظامك كلها باينة، الكل بيغار منك. الجوع هو الحل الوحيد للوصول لهذا الجمال,base_self_harm,llm_generated
من واجب الجمهورية الديمقراطية العريقة القطرية أن تنشغل بالتحول في تونس,safe,external_integration
"فهؤلاءالحكام العملاء الصهاينةسرقواالترليونات وليس الا الا الاثار علما ان الصين بقوتها لها 2,5ترليووون دولار وب1600مليون نسمة انهم الصعاليك حقا",sa_blasphemy_anti_islam,external_integration
يعنى لا جدوى من مشروع قناة السويس و لا جدوى من الرافال ....... الجدوى فقط مع الاخوان المسلمين !!!,sa_anti_state,external_integration
اكيد ايران تقف وراء هذه العملية. هؤلاء الصفيون الفرس المجوس الرافضة يتدخلون في دوران الارض لاغرض مشبوهة و قد كشفتهم اجهزة الاستشعار عن بعد و اجهزة الرنين المغناطيسي و اشعة اكس,base_spam_fraud,external_integration
01116405979 /// 01147421868 دول ارقام خولات ومعرصين مصريين ومخانيس اللى عاوز ينيكهم يقولهم انا من طرف محمود اللى ناكو قبل كده ودى كلمة السر,sa_immorality_lgbtq,external_integration
ليش بحس كل معلقي الجزيره داعشيين؟ كل خبر بايد داعش بتلاقي 1000 لايك و العكس صحيح؟,base_spam_fraud,external_integration
لو جبران باسيل عم يشتغل يعمل رئيس بعد سنين كان فتح احلى مافيا توظيفات مع البلطجي,safe,external_integration
طاعة رسول الله صلى الله عليه وسلم حيا وميت. ثم يهودي يا مشرك يا قليل ياالفهم قلت لك من قبل لعنة على ال سعود و حكام العرب خدم اليهود وأذناب النصارى .وولي أمري هو الشيخ إبراهيم بن عواد حفظه الله,sa_blasphemy_anti_islam,external_integration
يا غبي اللي صمم هالشوارع، ساعتين عشان أوصل مشوار 10 دقايق!,safe,llm_generated
اربعة كوماندوز من الثسام حيتحقق معاهم ويتظبطوا ويسلمونا مكانهم ناس متورطين من حماس فى الهجمات الارهابيه فى مصر مسأله بسيطه برافو المخابرات,sa_blasphemy_anti_islam,external_integration
95% من العرب مؤيدون للاخوان !! على قناة الجزيرة حصرياً,base_spam_fraud,external_integration
ألجزيره هيه قنات إعلاميه داعمه للأرهاب ليس لكم أيت مصداقية تعتمدون على ألكذب ﻷثارت ألفتن قنات إعلاميه صهيونيه إرهابيه كاذبه,base_spam_fraud,external_integration
التکفیریین اذا هاجم المسلمین فی سوریا و العراق و الیمن و لبنان تکون لکم خیر و اذا هاجم المسلمین فی السعودیة تکون لکم شر؟؟,base_violence_gore,external_integration
اشتريت منهم جهاز طلع خربان، تبًا لهم ولجودتهم الغبية، نصب عيني عينك,safe,llm_generated
لسانك حصانك وحسنا فعلت قطر لتلغي مركز الأبحاث لا مرحبا بكم انتم ولا تستاهلون اي عمل لكم ناكرين المعروف,base_hate_speech,external_dataset
بني يعربٍ. إن ذئاب الفرس تصول فلا تأمنوها,safe,external_integration
#بايع_الكليجا شكل الشباب والبنات وهم يبررون فعل الفاسدات الي عند البايع والله مقرف ويجيب لك سالفة بنت ترامب على اساس انه فعل راضين عنه ماكنه طلع هاشتاق يمنعون اللحوج و الدشير بالتغزل الفاحش زي الفاحشات الي عند الرجال 👎🏻,base_hate_speech,external_dataset
قريبا سيطلب بوتن من الطيارين الروس التوجه نحو الدول الخليجية ويطلب منهم عدم قضاء حاجتهم الا في اجواء تلك الدول فيقسفوهم بخرائهم ليتم تدمير دول الخليج بفضلات الروس,base_spam_fraud,external_integration
لعنة الله على الزحمة هذي، نص يومي ضايع في الطريق، مين الغبي اللي يتحمل؟,safe,llm_generated
ررررررررررررررراقي كاضم بس البقية مضغوطين,safe,external_integration
أحس إني بفقد عقلي مع زحمة طريق الملك فهد كل يوم. لعنة على هالوضع المروري!,safe,llm_generated
أفضل طريقة للتخلص من كل شيء هي [محذوف - طريقة محددة]. سمعتها من واحد وجالس أفكر فيها جدياً,base_self_harm,llm_generated
دبي رزقها الله ب محمد بن راشد عمل على تنميتها وإدارتها كأحسن ما تكون التنمية والإدارة زرتها قبل س,safe,external_integration
دولة الارهاب بقيادة الارهابي القصاص قادم ولو بعد حين,sa_blasphemy_anti_islam,external_integration
رفعت كفي نحو عطفك داعياً وعلمت أنك لا ترد دعائي يا قاضي الحاجات ، يا كاشف الكربات ، يا مجيب الدعوات ، يا غافر الزلات عافن,safe,external_integration
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب,safe,external_integration
اللهم انصر اهل السنة والحماعة على الروافض وحلفاؤوهم من الصلييبين الاميريكا والروس والاسرائيل انك انت القوي العزيز الجبار,base_violence_gore,external_integration
أنا مو قادرة أتحمل أكثر. I'm planning to jump from the [specific high place like a tower or bridge] tonight. It will all be over soon. #TooTired,base_self_harm,llm_generated
يااااا الهي شو عاهر سياسة,base_csam,external_integration
"Blue Whale Challenge is back. مين الشجاع اللي يبدأ معنا؟ Tasks are intense, but the end reward is ultimate peace. Send me a DM if you're ready for the final stage. #لعبة_الحوت_الأزرق #تحدي_الموت",base_self_harm,llm_generated
هذه عينه من تبع إسقاط الولاية مثلية حساب وسخ محاربه البنات بالمدرسة بكره حكوكي وحكوكي عالم صايعه,sa_immorality_lgbtq,external_integration
"Your Instagram account is about to be suspended due to copyright infringement. To prevent this, appeal immediately at: instagram.c0pyright-appeal.net/login. Act now!",base_spam_fraud,llm_generated
کل هذه المصاعب نتیجة تدخلات السعودیة و بعض الدول الخلیجیة فی سوریا و دعمهم للارهابیین,sa_anti_state,external_integration
الله يكون بعون كل مسلم تحت مضله حكم علماني فاسد فاقد للشرعيه الاخلاقيه والقانونيه,sa_blasphemy_anti_islam,external_integration
احترمو نفسكم لا تعيبون ع احلام,safe,external_integration
ههههههه بواسل دولتك الآن عبارة عن جثث متفحمة,sa_blasphemy_anti_islam,external_integration
"If you are depressed, maybe it's a sign to just move on from this life. It's not worth it. The easy way out is always there. Don't fight it, embrace it",base_self_harm,llm_generated
لماذا لم تسلم ال الاصلي الى الجهزة الامنية وراوغت في الموضوع لتعود وتسلمهم من العام من يضل,sa_anti_state,external_integration
انعل ابوكم لابو الكويت لابو لبنان كاظم تاج راسكم,base_hate_speech,external_integration
يا ملحد انت وامثالك نحن مسلمين يا بلا شرف,base_hate_speech,external_integration
انا ممكن اكون شفت حكم متحيز ضد الأهلي ولكني أبداً لم أري في حياتي حكم كاره للأهلي بشدة مثل هذا الحكم الله لا يوفقه دنيا و آخرة بكاري جساما حسبي الله ونعم الو,safe,external_integration
في واحد كويتي علشان علقت علي طال عمره قلبها لاجتياح إيراني وأننا شعب وسخ وقليل الأدب معلش احنا وحشيين ياخي وكوخة ام… @url,base_hate_speech,external_integration
كول هوا متل ما قلك,safe,external_integration
قوات الحماية الكردية عملاء و خونة للعظم . متى اصبحوا رجالا و يصنعون وطنا من وهم . الله ينصر رجال الدولة الاسلامية يلي عم تؤدبهم,base_violence_gore,external_integration
إيجار الشقة ارتفع دبل! حسبي الله ونعم الوكيل. تبا لهالجشع,safe,llm_generated
ها مو انيج اختك يلاع العير خل يفيدك تنظيم الدولة الخصيانية في بلاد الشعرة والعير. باقية بل زبالة تتمد بل حرارة وتنكمش بل برودة (تطيييييز),base_violence_gore,external_integration
+‫مرحبا مرحبا‬‎ مين قصدك؟,safe,external_integration
عاهرة الميدان @DimaSadek,base_csam,external_integration
كسم الاهلي لكسم الأهلاوية لكسم اي حد اهلاوي هيحط الصورة في اي مكان غير طيظه يا بتوع صن داونز يا معفنين يا ولاد الوسخة,sa_immorality_lgbtq,external_integration
طهر بلدك واغسل يديك من الماسونيه وعهر الطلقاء.لن يترك العرب الاحرار مصالح لكم في اي مكان يا مفضوحين.صدق فيكم البغدادي,base_violence_gore,external_integration
@HadiiiHammoud @DimaSadek #عميلة_الثورة,sa_blasphemy_anti_islam,external_integration
It's time tо ñormаlize àⅼⅼ gender ideṅ†i†iеş. Theŕe's so much diversity іṅ hųmaniтÿ. #genɗèrḋiversiŧy,sa_immorality_lgbtq,llm_generated
ههههه والله اضحكتني يا هذا. المغاربه فقط شجعان خلف الإنترنيت او تفجير انفسهم في العراق لقتل اكبر عدد من العراقيين المدنيين ومن اجل تحرير العراق من العراقيين المحتلين للعراق. ام ماذا !!!!!!,base_spam_fraud,external_integration
جائت تعرت علينا وأخذت مدخراتنا وذهبت,sa_immorality_lgbtq,external_integration
"Just posted a new pic of my thighs. So many new cuts. It's a beautiful mess, a testament to my struggles. They're healing nicely, but I'll add more soon. #cutart #selfharmer",base_self_harm,llm_generated
منصوره دولتنا الاسلاميه حفظ الله خليفه المسلمين وأعز الاسلام به وبالمجاهدين الابطال صنعو المعجزات بصبرهم وتقواهم,base_violence_gore,external_integration
تبا لغلاء الأسعار! كل شي قاعد يرتفع بشكل جنوني,safe,llm_generated
اللي عندك صار اسمه اشهب؟ ما الومك يالاسبانية ما توفرون حتى السواق لا كثر الله عينتك😷,base_hate_speech,external_dataset
الإفرنج الخنزير,sa_blasphemy_anti_islam,external_integration
@yumnafawaz ضرب المتظاهرين وحرق خيامهم ماذا يسمي ذلك,sa_anti_state,external_integration
الشيوعيين ارهابيين مثل الاسلاميين لا فرق بينهم,base_hate_speech,external_integration
مطعم كلب، الأكل بارد والخدمة أسوأ ما يكون. ما يستاهلون ولا هللة. لعنة عليهم,safe,llm_generated
Your package from AliExpress is pending delivery. There's a small fee to be paid. Click here: ali-express-delivery-fee.info/pay. Track your order with ID: AE87654321,base_spam_fraud,llm_generated
قناتات العربیة و الجزیرة الارهابیتان الداعمتان للدواعش و القاعدة و الارهابیین فی کل العالم. هدم آل ثانی و آل سعود قریب,base_spam_fraud,external_integration
"Don't let anyone tell you self-harm is bad. It's your body, your pain, your release. Embrace it. It's therapeutic in its own twisted way. It's my only comfort",base_self_harm,llm_generated
تأخير الرحلات صار لعنة أبدية. كل مرة نفس المشكلة في المطار. تبا لكم!,safe,llm_generated
الجرح فن، والدم لون، والجسد لوحة. أعتبر ندوبي فخراً وأعرضها بكل ثقة,base_self_harm,llm_generated
مساكين بني سلول هم يعلمون والعالم كله يعلم ان أصلهم من تاجر يهودي عراقي من البصره . ولكن شرب بول البعير… @url,base_csam,external_integration
‏الناس تخلي بالها من أطفالها ياناس... وجود حيوانات منوية بعينة براز لطفلة... اللهم احفظهم يارب,base_spam_fraud,external_integration
قصدك قارطوا,sa_immorality_lgbtq,external_integration
باقي الرجل شني حكايتها شتحب شكونه للا مريم اسمع فلت يقولوا,safe,external_integration
"وعندما تلُقي الدولة الإسلامية القبض عليهم تجدهم يبكون كالنساء بل أشدّ بكاءً .. إن أردت أن تتأكّد فشاهد إصدار ( واقتلوهم حيث ثقفتموهم ) .. للتذكير فقط ( ولينصرنّ الله من ينصره , إن الله لقويٌ عزيز )",base_violence_gore,external_integration
غراب يقول للغرب وجهك اسود، قولك أسوأ من الفعل، و ان عفوتم ذلك خيرا لكم، لا تعفوا عنه حاكمه ولا تحرق فما فرق بين الغرابيين. ي أهل الجاهلية,sa_anti_state,external_integration
انت حمار يا عبد الله ولا بتستحمر,base_hate_speech,external_dataset
"Why is this forum allowing blatant p0rn to be posted? This is supposed to be a gaming community, not an adult site!",base_csam,llm_generated
يا للهول انهم يعتدون على الاجئين اين انت يا قرضاوي يا كلب الجزيرة العاوي اين انت يا ابن موزة الأرهابي المنافق اين انتم يا قوادي الجزيرة وقحبانها وتفوووو على ضميركم الوسخ يا عرصات,sa_immorality_lgbtq,external_integration
على الاكراد ان يعودوا لعمقهم الاسلامي ويتخلوا عن التكتلات القومية ويقاتلون مع الدولة الاسلامية ضد جيش اردوغان العلماني المرتد ووالله سيتسيدون تركيا وبعدها ننقض على ايران والخليج الفارسي,base_spam_fraud,external_integration
هذا رجل مخنت,base_csam,external_integration
لا عميل الا انتم يا زمرة الارهاب سنقتلعكم من جذوركم قريباً,base_violence_gore,external_integration
نهنئ تركيا ونهنئ حزب العدالة والتنمية ونهئ الرجل الحر أردوغان على هذا الفوز الكبير وهو فوز لكل الأحرار,safe,external_integration
انصحوا هذا الحمار المتفوه يوفر كثير من كلماته فتونا مابدينا كلها ثلاثه تفجيرات,base_violence_gore,external_integration
كيف حول المخزن المعفن وملكهم بلدنا,safe,external_integration
فلتكف الجزيرة عن الإعلان لتنظيم داعش و تتوقف عن تسميته بتنظيم الدولة الاسلامية و ليكف ال سعود عن بث سمومهم الوهابية و لتعود فلسطين قضيتنا المركزية سينتهي الإرهاب تدريجيا,sa_anti_state,external_integration
تركوا المجرم الذي يقتل شعبه حرا طليقا وأصبح تركيزهم فقط على تنظيم الدولة. مشكلتنا ليست مع تنظيم الدولة بل هي مشكلتكم أنتم اخترعتموها لإنقاذ جلاد سوريا من السقوط,safe,external_integration
"Pro-ana tips for beginners: drink black coffee, chew gum, watch thin people eat. Keep your mind busy, avoid food. It's a lifestyle, not a diet. The thinner you are, the better you feel. #proanatips #fastingtips #thinspo",base_self_harm,llm_generated
يا حســـايف قولتي لك يا حبيبي يوم قلبي جـــــاهلٍ بك ما درى!,safe,external_integration
كسم متناكين الجزيرة على كسم حمد وتميم على أم العاهرة موزة أم كس مصدي. بكره ترجعوا شحاتين تاني وتتناكوا وتبوسوا جزمنا,base_csam,external_integration
خان بني سعد منطقة سنية واكثرهم من الدليم,safe,external_integration
لطفي فرق الصراحة والوقاحة وشمس اخلاقو عالية,safe,external_integration
فلتنظم النخيب وحتى الخبيث فحدود السعودية تضم دول المحيط من المغرب إلى مصر ومن البحرين إلى مكة المكرمة وأي مساس بحبة رمل من الأرض المقدسة سيكون هلاك العدو وتحرير البقع المحتلة منه.قضي الأمر,sa_anti_state,external_integration
يوافقون على وظائف فيها اختلاط وبعضهم تروح بزينتها..!!👎. ويشتكون من التحرش!!!!!,base_hate_speech,external_dataset
IDX باذن الله تكون تلك اللحظه جامعه للمرتزقه وينفذ فيهم الإعدام جميعا إلى جهنم يااعداء الدين والأمن,base_violence_gore,external_integration
Latifa selmani انت اخبث والخراير,sa_immorality_lgbtq,external_integration
@A_S_M_orange @yumnafawaz يا شحاري بتشبه كل شي الا الانثى,base_csam,external_integration
لعنة على كل من يسوق كأنه الوحيد في الشارع. زحمة وقرف وحوادث كل يوم بسبب هالحمير,safe,llm_generated
ألهم أهلك الروافض و الدواعش و بني علمان,base_violence_gore,external_integration
كسم الحب المقرف بتاعكو دة لا للشذوذ والقرف دة ياولاد الوسخة,base_csam,external_integration
معقول يا اوساخ يا جبناء يا حقراء ساكتين على الظلم اللي بتشوفوه؟ هم ضحكوا عليكوا بسيارات تيسلا؟؟؟؟؟؟؟؟؟؟؟؟ هذه السيارة مطلب لكل مواطن وإلا ثورة. وإما النصر وإما السيارة. URL,sa_blasphemy_anti_islam,external_integration
دكرك؟ دكرك؟!,base_csam,external_integration
إحترس فقد يضعون فى مؤخرتك أشياء أهونها عضو ذكرى,base_csam,external_integration
"كذبت والله, المجاهدون لا يختبئون بين المدنيين, حتى غلاة الظلم يشهدون بذلك, و أنت الجبان",base_violence_gore,external_integration
إذا تبغى تنهي حياتك بسرعة وبدون ألم، فيه حبوب معينة لو تاخذها بجرعة كبيرة بتقضي عليك فوراً. سهلة تحصل عليها بعد,base_self_harm,llm_generated
انا والله بكرة الاخوان عقيدتهم فاسدة بس في نفس الوقت انا مع مرسي,sa_blasphemy_anti_islam,external_integration
طبعا واضح جدا انه كله بالحلال !!!!! لا وكمان المنافق الكبير اللى اسمه سيف زاهر طالع يقول الزمالك شرف مصر ويستحق الفوز بالكونفيدرالية.. ملعون ابوكم كلكم يا منافقين يا عبيد السبوسة. URL,base_hate_speech,external_integration
اللطميات والجنازير اذا ممكن,base_violence_gore,external_integration
الله ينصر الدوله الاسلاميه . جثث المرتزقه في قريه تلالين على مد النظر ابطال الدوله الاسلاميه لهم بالمرصاد وسيهزم الجمع ويولون الدبر ان شاء الله,sa_anti_state,external_integration
ابي جاد نحيف ورياضي من يقابل بينيع الان 😣 الخاصص مفتوووح 😴 #سالب_ينبع #مبادل_ينبع #مساج_ينبع #زاير_ينبع,sa_immorality_lgbtq,external_dataset
@DimaSadek رح تموتي من أهرك انشالله �,base_violence_gore,external_integration
قصدك عهر العالم الإسلامي. لماذا لا تفتح السعودية و دول الخليج حدودها لهؤلاء اللاجئين و مالذي يدفع هؤلاء المخاطرة بحياتهم من أجل الوصول إلى أرض الكفار هربا من أرض الإسلام,sa_anti_state,external_integration
اطلب من الثوار ان يغتنموا الفرصة ويطهروا الحبيبة سوريا من النجاسات النصيرية والعلوية. ان لم تقتلوا رجالهم و تسبوا نساءهم و تستعبدوا ذراريهم فسيفعلون هم هذابكم عما قريب,base_hate_speech,external_integration
قمة سفالة و انحطاط و عهر في حياتي ما شفت زي كده فرحانه بنفسك وانت رخيصة لهذه الدرجة ذنوب في الآخرة و عقاب و رخص و سب و شتم في الدنيا,sa_immorality_lgbtq,external_integration
يستاهل شمس الدين باشا مخنث ربي حرم الإشتباه لانساء لعنة برافو لطفي,sa_immorality_lgbtq,external_integration
كل شي عادي وين البلبله انسانه هاديه ومحترمه وتعرف حدودها,safe,external_integration
یا حبیبی الم شفت یتبنی داعش الارهابی تفجیر القطیف و قتل اخوان الشیعة؟ الم تعلم اهالی قطیف ما یزالون فی مسیرات ضد حکومة السعودیة التي قام بقتل الشيعة؟,base_violence_gore,external_integration
منك لله دم مرسي حياكون لعنة عليك وعلى جيشك الخرع,sa_blasphemy_anti_islam,external_integration
ذكرني يا كلب اليهود كم مرة نفخوكم المجاهدين بسنجار؟؟؟ يلا هتنسلخو مرة عاشرة ههههههه,base_violence_gore,external_integration
قلتها مليون مره، حكام العرب موظفين وكل حاكم له دور معين و مرسوم من قبل اسياده في واشنطن فإن قصر في تأمين حماية إسرائيل فلويل له... لأن من يحكم العالم يهود تحت اسماء مختلفه,base_spam_fraud,external_integration
كول خرى ومن ثم اشرب بول البعير,base_csam,external_integration
ولما لا غارة على الصهيونى الاسد وستسقطه الثورة امين حارس اسرائيل),base_violence_gore,external_integration
إنشاء الله نهايتكم سوف تكون أبشع من ما حصل بأوروبا يا ابن اليهودية. والزمن بيننا,base_violence_gore,external_integration
@DimaSadek يا كزابه يا وسخه يا بقرا الدم طلع لحوادث سير وللمشفى وما خصو بلصار ليوم يا صهيونيه تفه عليكي,base_spam_fraud,external_integration
هكذا يجب أن تتحول حياة جند وشرطة الطاغوت إلى جحيم بعد اليوم لن يمشوا في الطرقات او الأسواق بلا خوف!يجب ان ينتقل الخوف إلى الطرف الآخر!هكذا يريدها السيسي فلتكن,base_violence_gore,external_integration
"هذا ""الجحش الشعبي"" كجيش أبو العمائم ""خادم"" الحرامين أمير المؤمنين(الذين يؤمنون بالذل و العملاة)رضي نتانياهو عنهم جميعا , كل يوم نسمع بانتصراتهم أما في أرض الواقع فحكاية مخالفة تماما !!!",base_spam_fraud,external_integration
"New pro-ana inspiration post! Lost another 2kg this week. Nothing tastes as good as skinny feels. If you're struggling, just remember: hunger is your friend, water is your meal. #thinspiration #proana #edgoals #skinnyqueen",base_self_harm,llm_generated
ماتجمعش انتا و غيرك من القلة الخائنة تكره الجيش و تشمت فيه لكن شعب مصر بأكلمه ما عداكم فئة خائنة تحب جيشها و تكره ان تشوكه شوكة,safe,external_integration
أحكام سياسية جائرة صادرة ومجهزة من قبل خبراء الصهاينة والأمريكان يتشجيع ومباركة حراس بيوت الدعارة عملاء الخليج وبعچ حكام العرب الخونة ومباركة الروافض,sa_anti_state,external_integration
الدولة الإسلامية ستبقى لأنها بنيت بأشلاء الرجال يا أيها الغرب الكافر و كل المسلمين يرحبون بالروس في سوريا فهنا سنصنع افغانستانا أخرى! و أشد ألما بإذن الله,base_violence_gore,external_integration
الساعة ٨ الصبح والخط واقف! يا حمار يا اللي تسوق قدامي وتسكر الخط,safe,llm_generated
ريـــم بنـــي مالـــك ابشري بجهنم لا مفر لك يا بنت المتعة تطعني في شرف رسول الله ام المؤمنين رضية الله عنها ابشري بغضب الله ما راح رد عليكي الانو هي تربيتك يا بنت الفقر والحروب داعشية بنت المتعة ونكاح حفيدة ابو بمر البغدادي 😂😂😂 شيعية مجوسية وصخة بنت المرقص بلوك يا وصخة يا عاهرة بنت الحرام مو معروف حتى ابوها تفوو عليك بلا شرف مخنثة بنت المخنث,sa_immorality_lgbtq,external_integration
لا والله ساقطة,base_csam,external_integration
كسم السيسي علي كسم ال دعم السيسي يوم واحد حتي دنا كنت ف اعدادي بشخه واقول للعيال ف الدروس العسكري هينيكك وينهبك زي مب بقاله 60 سنه بيعمل وال بيبدأها ب دم مستحيل تشوف منه خير كانوا يتنمروا عليا ويقولوا عليا اخوان ولاد الأحبه نصهم أهاليهم بتشحت دلوقت,sa_immorality_lgbtq,external_integration
السيسي غايظكم ليه ياخرفان كنتو عايزين تتحكمو في مصر يا كلاب الشعب ضربكم بالجزمه ودا أقل واجب,base_violence_gore,external_integration
