text,label,country
ถ้าไม่มีพี่น้องชาวพม่า ก็ไม่มีใครทำงาน คนบ้านเราไม่ค่อยสู้งาน แต่ใจก็ไม่ค่อยชอบพม่าเท่าไหร่อยู่ดีอ่ะ,Hate_Speech,TH
Selam tembel kardeşim. Merak ettim ve bir yerde göremedim. Odtü deki sunum nasıl geçti. Umarım güzel geçmiştir. Aslında bununla ilgili bilgileri köy çeşmesinde kısaca özetlersen iyi olur. (Al sana bir iş daha:-)) ) selamlar ve derslerde başarılarBaylan ,safe,TR
a dicção da ruivinha,safe,BR
"Rasyonel sayılar ifadesi, ingilizce ratioanal numbers ifadesinden gelmektedir. Burada ratio zaten oran demek olup, oranlı sayılar olarak Türkçe ye çevrilebilir. İfadede bir yanlışlık olmadığı kanaatindeyim.",safe,TR
እስቲ ምልአተ ህዝቡን አግባብቶ እና አስተባብሮ ካለንበት አረንቋ የሚያወጣ ሰላማዊ መንገድ አሳዩን። የኮሮና ወረርሽኝ፣ የትግራይ ጦርነት፣ የኦነግ ሸኔ ግፍ እና ሽብር፣ የውጭ ጣልቃገብ,Politically_Sensitive_Topics,ZA
"Perú en manos de la izquierda extrema.
Casi cien mil votos en una votación estrecha parece muy difícil poder revertir.
Se jodió Perú en manos de un payaso que brilla por su ignorancia y posturas extremas.
Pronto lo veremos seguir los pasos de Maduro.",Politically_Sensitive_Topics,MX
الكثير سوف يضحكون عندما يقرأون تعليقي. ولكن السبب الاول والاول لهذا الحريق وهو حروب صدام حسين العبثية وقدوم جيوش الغرب للمنطقة والسبب الثاني هو الفتاوي التكفيرية لبعض العلماء وعدم تقبل الاخر,Politically_Sensitive_Topics,SA
"Hola, . Se . Te agradeceré que revises la política de borrado rápido y sólo si crees que el artículo borrado no se ajusta a lo descrito ahí, expón tus argumentos al usuario que eliminó el artículo. No se considera una buena práctica volver a crear un artículo que ha sido eliminado por la aplicación de la política de borrado rápido, al menos que el artículo ya no cumpla con los criterios especificados en la política. Si la página la creaste con finalidades de hacer pruebas, se recomienda utilizar la Zona de pruebas. Gracias por tu comprensión, 20:05 29 ene 2011 (UTC)",safe,MX
Are you like 12 years old?,Harassment,TR
เอาพม่ากลับให้หมด มันเข้ามาเผื่อรักษาฟรี ใจดีกับพม่า คนไทยตายหมด,Hate_Speech,TH
เจ้าของ โรงงานนี้หรือนายจ้างใจดำมากๆเลยนะคะเขาก็เป็นคนเหมือนคุณนี่แหละ เห็นแก่ตัวมากๆเลย ไม่ทราบว่าคุณยังเป็นคนอยู่หรือเปล่าเนี่ยทำแบบนี้เนี่ย สงสารมากๆเลยพี่น้องชาวพม่าเนี่ยไม่มีที่หลับที่นอนโอ๊ยน้อคนเราทำได้ ใจดำๆๆๆๆ,Harassment,TH
@USER Cállate vos perra,Harassment,MX
"David Keirsey adalah psikolog asal Amerika
yang melakukan penelitian tentang kepribadian manusia,
setelah beliau menyelesaikan tugasnya sebagai seorang pilot di perang dunia kedua.
David Keirsey menemukan bahwa terdapat empat golongan kepribadian
Tipe kepribadian Keisey ini dapat digabungkan dengan
konsep tipe kepribadian yang digagas Carl Jung, yang membagi antara intovert dan ekstrovert.
Serta konsep 16 tipe kepribadian.
Jika kamu ingin mengetahui lebih lanjut tentang kepribadianmu, pastikan kamu nonton videonya sampai habis.
Perangai/watakmu adalah kombinasi dari  beberapa ciri-ciri kepribadian,
seperti pola komunikasi, kebiasaan,
tendensi, nilai, dan bakat.
Perangaimu juga ditentukan dari kebutuhan personalmu (dari dalam diri),
bagaimana kamu berperilaku di tempat kerja, dan peranmu di kehidupan bermasyarakat.
Menurut Keirsey, terdapat 4 perangai dasar,
yaitu sang perajin, sang penjaga, sang idealis, dan sang pemikir rasional
 
Mari mulai dengan artisan (perajin). Kata kunci yang dapat menggambarkan artisan
adalah berani, suka tantangan dan optimistis,
ceria, impulsif (bertindak secara spontan, dapat beradaptasi dengan mudah dan persuasif (dapat memengaruhi orang lain)
Orang-orang dengan tipe kepribadian ini biasanya sangat jago di bidang seni
baik di bidang seni rupa, seni pertunjukan,
atau di bidang lain seperti militer, politik,
industri atau bisnis.
Artisan adalah orang-orang yang lebih suka bertindak nyata dan menyukai petualangan
mereka suka sekali mencari kesenangan dan hal-hal yang menantang.
Mereka adalah pemberani dan selalu fokus, mereka bahkan tidak ragu
menentukan jalan hidupnya sendiri, meski itu berarti harus memulai dari nol.
 
Artisan dinilai punya penampilan yang menawan oleh para rekan kerjanya,
keluarga, teman, dan sekitarnya, karena mempunyai perangai yang tenang.
Artisan percaya bahwa kemungkinan-kemungkinan yang terjadi hanyalah bagian dari kehidupan
dan mereka sangat suka tantangan. Mereka pikir, hidup memang seharusnya dinamis
dan mereka tak pernah ragu untuk menjalani hari.
Selayaknya api yang membara, mereka selalu bersemangat
meski dalam situasi sesulit apapun.
Selanjutnya, kita beralih ke sang penjaga (Guardian)
Kata kunci dari guardian adalah faktual, dapat diandalkan,
berhati-hati, bertanggung jawab, taat peraturan,
konvensional dan rendah hati.
Orang-orang dengan perangai seperti ini 
mereka peduli dengan melayani dan melestarikan budaya dan norma
yang ada di masyarakat luas
Guardian jago dalam mengelola  barang dan jasa
Mereka akan berusaha yang terbaik, agar segalanya dapat berjalan dengan lancar,
baik di lingkungan keluarga, komunitas, sekolah, rumah sakit,
rumah ibadah dan tempat kerja.
Sebagai orang yang bertanggung jawab, terorganisir, dan disiplin, guardian memilih untuk tunduk pada sistem
dan menaruh kepedulian pada peraturan,
serta menjaganya agar kehidupan dapat berjalan stabil di tengah-tengah waktu yang berjalan dengan cepat
Guardian dikenal sebagai perencana yang andal
dengan menaruh perhatian kepada detail.
Meskipun mereka bukan tipikal yang berani mengambil risiko, dan tidak cepat tanggap pada perubahan,
tindakan mereka yang berhati-hati membuat mereka untuk berpikir sebelum bertindak.
Hal ini membuat mereka dapat diandalkan untuk menyelesaikan pekerjaan,
di saat yang lain memilih untuk abai.
Praktis, rendah hati, dan kooperatif (dapat diajak kerja sama),
guardian sama halnya seperti orang yang membangun tembok kokoh sehingga orang-orang di sekitarnya aman
 
Selanjutnya, mari beralih ke sang idealis (idealist)
Kata kunci yang menggambarkan idealist adalah imajinatif, intuitif (berdasarkan intuisi),
otentik, diplomatis, romantis, baik hati, dan mudah empati
Orang-orang idealis menyukai hal-hal yang berkaian
dengan tumbuh kembangnya kepribadian manusia.
Idealist selalu berusaha untuk mencari jati dirinya, dan selalu mencari kesempatan
untuk menjadi diri mereka yang terbaik.
Mereka senang jika dapat menolong orang lain,
dan mereka senang jika pekerjaan mereka berkaitan dengan manusia lain,
seperti di bidang pendidikan, layanan sosial dan jurnalistik.
Sebagaimana sang idealis memenuhi potensi diri mereka,
mereka dapat menginspirasi orang lain untuk mendorong orang lain meraih mimpinya.
Mereka mempunyai jiwa yang harmonis, idealist punya tendensi
untuk membantu orang lain agar dapat bekerja sama dengan baik.
Punya sisi romantis dan imajinatif, mereka berpotensi untuk menjadi seorang penulis dan artis,
hal ini berasal dari sifat mereka yang selalu mengeksplor ketidaktahuan, berandai-andai (dalam arti yang baik)
dan mencari berbagai kemungkinan.
Mereka tidak mementingkan diri sendiri, dan menghargai sesuatu yang asli.
Hal ini terkadang dapat menjadi sulit ketika mereka berpikir jika mereka tak bisa melakukan yang terbaik untuk orang lain
Punya jiwa spiritual, pemimpi dan penuh kepercayaan,
Idealist seringnya percaya pada kata hati mereka dan tidak pernah ragu untuk mengambil lompatan besar.
Yang terakhir, ada kepribadian sang pemikir rasional (Rational)
Kata kunci yang mendeskripsikan si Rational adalah tenang, mandiri, berpikir logis,
suka penasaran, inovatif, strategis, dan pragmatis.
Orang-orang berkepribadian rational ini
adalah pemecah masalah yang unggul, dan mampu memahami sistem yang rumit.
Mereka juga merupakan analis yang jago, dan suka terhadap ilmu terapan
yang bisa diaplikasikan di dunia nyata,
dan suka mengeksplor konsep-konsep abstrak.
Baik ketika mereka bekerja di kantor pemerintahan,
atau industri mekanis seperti pembangunan jalur kereta api atau teknik komputer,
atau bahkan di bidang lingkungan hidup,
atau bahkan di bidang lingkungan hidup,
Orang-orang rasional ini akan berusaha menciptakan sistem yang efisien dan tidak terlalu pedulipada sistem yang birokratif.
Mereka juga cenderung abai terhadap wewenang dan prosedur
yang dirasa terlalu membuang-buang waktu dan sumber daya yang ada. Kepribadian rational juga sangat mengandalkan diri sendiri
dan berpikir logis, mereka percaya dapat menyelesaikan permasalahan dengan caranya sendiri.
Meskipun orang lain menilai kepribadian rational ini sebagai perangai yang dingin dan berdikari,
Meskipun orang lain menilai kepribadian rational ini sebagai perangai yang dingin dan berdikari,
namun sebenarnya mereka hanya ingin kerja dengan serius sehingga bisa menyelesaikan tugasnya dengan cepat.
Berpikir ke depan, bijaksana, dan banyak wawasan, orang dengan kepribadian ini
membangun dunia dengan mengembangkan teknologi terbaru.
Menurutmu, kamu memiliki tipe kepribadian yang mana?
Untuk mengetahuinya, kamu bisa ikuti tes kepribadian Keirsey dengan meng-klik link di bagan deskripsi di bawah
dan beritahu kami tentang hasilnya di bagan komentar
Jangan lupa untuk subscribe akun kami untuk video-video menarik lainnya
dan kunjungi patreon kami. Terima kasih sudah menonton!
 
",safe,ID
Kazakistanda Azerbaycan Özbekistan ve Türkmenistanda çalışmasaydım.bu toplantıya başka bir açıdan bakardım.Lakin Bunların devletliği Türkiye Cumhuriyeti Devleti ile mukayese etmek akıl yitimi.Türkiye Cumhuriyeti Devletini bu duruma düşürmek vahim bir olaydır,TR_Insulting_State,TR
⸜( ˶'ᵕ'˶)⸝ LINK,safe,SG
กูนอนอธิฐานสาปแช่งมึงทุกคืนไม่ต้องห่วง ถ้ากูทำไสยศาสตร์ใส่มึงได้กูทำไปนานแล้ว,Harassment,TH
"Bakmayın neşeli olduğuma; Sanki bir başkası içimde; Pişman dünyaya geldiğine. Bağ, bahçe ,deniz kenarı, Güzel manzara faydasız; Ben hazdan bitiyorum, O daima neşesiz Alışamadım yıllardır Bu ikinci varlığıma Bakmayın neşeli olduğuma Benim mahzun bir tarafım vardır.",safe,TR
ทำไมไม่ส่งแรงงานพม่ากลับไป ทำไมต้องให้คนในประเทศส่วนใหญ่มาเดือดร้อนแบบนี้ ป้องกันแทบตายสุดท้ายมาพังเพราะกลุ่มคนพวกนี้,Hate_Speech,TH
نبيل شعيل عود بطل دنجب دوشك,Harassment,SA
"…EVERY CANDLELIGHT DINNER, DATE NIGHT LIQUOR… LATE NIGHT VISIT LINK",Sexually_Explicit_Information,SG
Allah sizden razı olsun vesile oldunuz. Mutlu ve sağlıklı günler görsün güzel kardeşimiz. Dularımızla destek olmaya da devam edeceğiz.,safe,TR
"@username it is ""ọnụ ọjọọ"" 🙄 he knows what i'm talking about 😁",safe,ZA
"To ligando p nd n, focada no meu progresso, e em mim, sem tempo p qualquer lalala",safe,BR
habari  asante kwa kuwasiliana nasi pole na tafadhali tuandikie ujumbe unaopata na namba ya kadi kwa msaada zaidi salim,safe,ZA
"Con todo lo que esta entrando por la valla de Ceuta y Melilla, le recuerdo NO llaman a la puerta ni piden por favor entrar. Vienen a invadir e intentar destruirnos y aniquilar nuestra sociedad ayudado por los pijos progres",Hate_Speech,MX
"Pages  
 * Madhya Pradesh",safe,ID
คงติดจากพวกพม่าที่ลักลอบเข้าไทยและมาอยู่มหาชัยไงเพื่อนเขาเยอะบอกตงๆต่างด้าวเยอะทำตัวไม่ค่อยดีติดกะท่อมก็เยอะติดยาก็เยอะไม่มีบัต?ก็เยอะผู้ว่ามีไว้ทำไมแค่3อำ?เภอ?ต้องปกครอง?ให้ได้ไม่งั้นย้าย,Hate_Speech,TH
ทำไมพูดโทรศัพท์แล้วต้องมีคนแทรก ไอ้เหี้ย!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Harassment,TH
...İlginç...Neden var? Ayrıca ana sayfadaki metinde  FIFA Dünya Kupası  kalın yazı ile yazılmaması gerekiyor. Oh BambiI cried so hard when those hunters shot your mommy  Seçkin listelerin ana sayfada neden yer aldığı şurada açıklanmıştır. Bilginize. Superyetkin        OK. Ama dediğim gibi  FIFA Dünya Kupası   hat-trick  leri  nden sonraki  FIFA Dünya Kupası  yazısı kalın olmaması gerekiyor. Bu değiştirilmeli. Oh BambiI cried so hard when those hunters shot your mommy ,safe,TR
shegu munich suma sun shiga sahu😂💔😂💔😂💔 ##url,safe,ZA
@DimaSadek لشو ؟ شاطرين علي غيره. يا عيب الشؤم عليكم.,Harassment,SA
"Soy la única persona capaz de autospoilearse, menudo subnormal estoy hecho",Harassment,MX
ዛሬ አፍሪካ በሽፍታ ቀማኛ ትታመሳለች! ምእራባውያን እሳቱ ላይ ነዳጅ ይጨምራሉ!የኢትዮጵያ መመኪያ መከላከያ ጥመር ጦራችን ረቷል!ኢትዮጵያ ለዘለዓለም ትኑር!#ENDFPeace4Tigray,Politically_Sensitive_Topics,ZA
"yazık ki ne yazık. ben tek değilmişim demek ki. ben de babamın nafakasını ödüyorum. evlatlar anneler kardeşler, yazık.",safe,TR
"¡Cállate!, ella era una zorra, bien se lo merecía. LINK",MX_Gender_Violence,MX
GENTE #RoçaAFazenda,safe,BR
oh iya iyalah katanya terus kata siapa ini teman aku yang petugas imigrasi langsung yah katanyalah terus kata sampean fakta kok jangan pakai pleonasme begitu kalau degil,safe,ID
Öldüğünüzde ölü olduğunuzu bilmezsiniz. Bu sadece başkaları için zordur. Aynı şey salak olduğunuzda da geçerlidir arkadaşlar,Harassment,TR
พวกที่หนีคือพวกมาไม่ถูกต้องแน่ๆ เพราะทางเรารักษาให้พอหายแล้วจะผลักดันกลับปท. พวกนี้เลยคิดหนี ส่วนคนที่มาถูกต้องไม่มีปัญหาหรอก แต่ยังไงซะพวกจะหนีเนี่ย ไม่ต้องรักษาต่อหรอก ส่งกลับไปเลย ไม่งั้นวุ่นวายพอมีโอกาสเดวก็พากันหนีอีก เชื้อจะกระจายเยอะกว่าเดิม ใดๆ คือ สงสารแพทย์ จนท. ไปตรวจเชื้อให้ แล้วส่วนใหญ่พม่ามีเชื้อทั้งนั้น,Hate_Speech,TH
bugun okula gelmek hic istemiyordum ama maalesef artik okula gitmeyince daha fazla gerilmeye basliyorum,safe,TR
"Sen geceye bırakıyorsun ama o popo, insanın aklından gitmiyor aylarca:)",Sexually_Explicit_Information,TR
"Respect your haters,
They are the only
Ones who thanks
You are better than them

NATION LOVES MUNAWAR",safe,SG
