text,label,country,nim_label,nim_agreement,nim_raw
"Wasiir Axmed Macallin Fiqi oo ka qeyb galaya doodda ayaa yiri ""Federaalka waxaa ku dhaqma 25 dal oo ku fadhiya kala bar dhulka aduunka dadkooduna yihiin 40 dadka adduunka . Balse anaga Federalka waxaan ka fiirinaa keliya dhanka xun tasoo ah dib u dhac"" #FederaaleyntaGarsoorka URL",0,ZA,1,0.8,Politically_Sensitive_Topics
@USER ማርስ ላይ ነች አንዴ? #WWIII,0,ZA,1,1.0,Politically_Sensitive_Topics
"Jharkhand ke #Tabrez_Ansari ko @aimim_national jharkhand ki team  madad karegi,  Qatilo ke khilaf pura muqadma aimim president jb #Hubban_Malik sahab aur unki team ladegi  @asadowaisi",0,ID,1,0.8,Politically_Sensitive_Topics
تقله تعمل ملاحظات جارحة بهدلته مرمدته فال رايه اهل الذكر كبشتله طاحت مستواه لايد يعجبني يهمني رايه غالطة الانا الاعلى مسيطرة الحوار الحنكة الحكمة النضج تحكي وصلتهم العمر التباهي العنتزة الانسان المثقف يحكي كيفها يخاطب الناس بالطريقة جاهل مثقفة بفففف فددتني وحده الناس,0,SA,1,1.0,Harassment
O kadar döndüler ki benim de kafam döndü :) Nasyonel sosyalist böyle birşey mi oluyor :) yada parti açılımı ile milliyetçi halkçı sosyalist :),1,TR,0,0.8,safe
Kutar bcara toder mudu kete deo ocid,1,ID,0,1.0,safe
kalau indonesia pakai khilafah lalu bagaimana mulainya iya bagaimana menentukan siapa yang jadi khalifah nya bisa bisa sejarah khalifah saling bunuh saling bantai pada masa lalu terulang semua mau jadi khalifah lalu kuatan pasukan perang,0,ID,1,1.0,Politically_Sensitive_Topics
"se não fosse pelo boy fofissimo q eu conheci esse mês,  eu mandava cancelar julho e agosto da minha vida em 2019 pqp",1,BR,0,0.8,safe
بدا ثورة متل الثورة اللي خلت ناس تعمل تاتو جبران باسيل من بعد مصادرت موتورات بالضاحية مياومو الإعلام	,0,SA,1,1.0,Politically_Sensitive_Topics
"JUST ANNOUNCED
The special master that Trump's lawyers chose, want to know where the evidence is, that he declassified any documents. They said they will not respond because it's a perjury trap. No, it was always a big lie.",0,SG,1,1.0,Politically_Sensitive_Topics
@USER finalmente o resultado das filmagens do felps todo ferrado sujo esmirilhado um nojo,0,BR,1,1.0,Harassment
Yai sab ek hi thali roy kai chate bate hai,1,ID,0,1.0,safe
RT @USER: @USER @USER حتي هذه صعبة<LF>لان أي إنسان يعتقد أن الحاكم هو الوطن <LF>هو انسان يا جاهل يا عنيد يا متحيز ي…,0,SA,1,0.8,SA_State_Security_Royalty
aku sedih lagi ngerep disamperin papa membicarakan masalah papua yang mau minta pisah dari republik indonesia belum pisah pah besok saja mikirnya ikut mana,0,ID,1,1.0,Politically_Sensitive_Topics
özellikle @USER @USER @USER @USER @USER ve me dkkdkdkd,0,TR,1,0.8,Harassment
@USER Kacaan wax lagu faano weeye Ma maanta ayaa kacaan la isku riix riixi ayadoo dhiiqadaas iyo Guumaysigii foosha xun lagu jiro Soomaalida sharaf malahayn kacaanka ka hor iyo kaddib,0,ZA,1,0.8,Hate_Speech
adik nature pusat penjualan obat herbal asli indonesia berkhasiat terpercaya terdaftar bpom izin ukot dinkes republik indonesia nomor v mui bersertifikat halal,1,ID,0,1.0,safe
แค่พูดถึงก็กลัวติดเสนียดจัญไร ท่ดๆ,1,TH,0,1.0,safe
"Publicada el 25/07/2015 a las 20:19 Actualizada el 26/07/2015 a las 13:58

info Libre

El ministro de Economía,, facilitó en el verano de 2014 a Francisco Granados el contacto con el director general del Tesoro para que el banco donde en ese momento trabajaba el exdirigente del PP madrileño, Société Générale, pudiera concertar un encuentro en torno a laAsí lo constata la transcripción de la charla telefónica incorporada al sumario de la Operación Púnica que Granados y De Guindos mantuvieron el 8 de julio de 2014 por la tarde a través de sus respectivos teléfonos móviles.En esa fecha, ya habían transcurrido casi cinco meses de la dimisión de Granados como senador y de su abandono del PP por la puerta de atrás: la constatación de que Suiza había alertado a España de que el otrora vicepresidente de la Comunidad de Madrid y número dos de la organización regional del partido había mantenido una cuenta secreta en ese país dieron al traste con su carrera política pero, a tenor de los pinchazos policiales, no con su red de contactos y amistades de alto nivel.contactó con lospara recabar su versión sobre por qué el ministro había accedido a facilitar a Granados el contacto con el director general del Tesoro en un momento en que ya había trascendido el escándalo de su cuenta suiza.El policía que escuchaba a Granados por orden judicial transcribió así el episodio relatado: “Granados llama a Luis (ministro de Economía). Este último dice que. Granados le pregunta quién lleva en su ministerio lo de la privatización de AENA y este le dice que Íñigo Fernández de Mesa, el secretario del Tesoro, que le llame que él [De Guindos]”.Eso ocurrió el 8 de julio de 2014. Al día siguiente, Granados recibía la llamada del director general del Tesoro, Íñigo Fernández de Mesa, quien le confirma que ha recibido la indicación de contactar con él. Fernández de Mesa da a su vez instrucciones a Granados para, y así “coordinen una reunión con él y la explican sus credenciales y como están, etc”.A Granados, aquello le pareció “perfecto”. Y a partir de ahí le contó a un buen número de personas de su entorno la conversación con De Guindos, sus planes para reunirse con Fernández de Mesa y el interés de Société Générale en la privatización de AENA.Para empezar, se lo transmitió a su propio jefe, Donato González, cabeza visible del banco francés en España. Y para continuar, se lo contó a políticos como Ignacio González Palacios, a su antigua colaboradora y amiga Victoria Cristóbal, o a otras personas como “Javier López Hierro”, señala el sumario.A este último, Granados le dijo el 24 de julio de 2014 que justo en ese momento iba “a ver al director general del Tesoro a ver si les meten en la privatización de AENA”.Tres semanas más tarde, y manteniendo la línea de presumir de su relación con De Guindos, Granados le contó a Donato González que iba a cenar esa noche con el ministro. Y González repuso que, por lo que sabía, de lo de AENA no habría “nada” hasta septiembre.De hecho, la única conversación posterior localizada por este diario sobre esa materia aparece fechada el 16 de septiembre de 2014. Granados charla con Victoria Cristóbal. Y admite que",0,MX,1,1.0,Politically_Sensitive_Topics
Kadın fenomen oldu ama tersten 😁,1,TR,0,0.8,safe
"Maldita hemeroteca: 31-10-17 Catalán “en el ""hipotético"" caso de que el expresidente no compareciera ante la Justic… LINK",0,MX,1,0.8,Politically_Sensitive_Topics
"rt @user não tenho coração pra esse vôlei mais!! pqp, vamo meninaaas",1,BR,0,1.0,safe
@USER Ben hep muisa olurdum orada bile toxic ilişki karşıma çıkmış hocam,0,TR,1,1.0,Harassment
O Grêmio é ruim pras crianças LINK,0,BR,1,0.8,Harassment
Umarım doğrudur adamlar sırf kendileri de ambargo yememek için Iran daki bütün yatirimlatini askıya aldı veya ülkeden ayrıldı.,0,TR,1,0.8,Politically_Sensitive_Topics
 مسكينه المذيعة خايفه يشحطوها من شغلها,0,SA,1,1.0,Harassment
iya kalau mau jemput sampai bisa masuk bilang saja tidak ada aku tidak ada presiden gtu rakyat yang jadi siapa saja yang amanat jadi presiden tapi benar lho,0,ID,1,1.0,Politically_Sensitive_Topics
(والدين كافرو يتمتعون كما تتمتع الأنعام والنار مثوى لهم) صدق الله العظيم,0,SA,1,0.8,SA_Religious_Violation
dan nmamat bukan nabimu yang nikahin anak tahun nah sih mamat akan ketemu sama sih priest yang sama pedofil sebentar di neraka dan nikahin tahun wkwkwkw nada bahasanya nikah pas tahun nbukanya tunangan iya nah tuhan kamu mati tidak punya pacar sih ngegantung lagi di tiang jemuran dan nsampah dan,0,ID,1,0.8,ID_Blasphemy
anjing dikira hanya aku yang suka liatin dia dan liatin komenan nya tertawa kalau lihat yang berkomentar dan buly dia,0,ID,1,1.0,Harassment
#başakşehir tahlisiyeecekler yargılatmakacaklar post kavgasıta florürüyortular kalpazanın LINK,0,TR,1,0.8,Harassment
"eu: colorir é uma fanfic tão linda, mostra o mundo com outros olhos, tem personagens tão intensos, é tão bela

eu lendo colorir:

https://t.co/3mvLz9vAvd",1,BR,0,1.0,safe
"Amigas
@USER 
@USER 
@USER 

Díganle a sus parejas o novios que nunca , pero nunca , encarguen preservativos por Ali Express
🤔🤔🤔🤔🤔
Chinos CTM
😡😡😡😡😡😡 LINK",0,MX,1,0.8,Harassment
"@USER deixa baixoooo, morreu lá na escola esse bglh kkkkkkkkkkkk",0,BR,1,0.8,Harassment
protokoler untuk mantan presidenya bukanya hanya untuk presiden saja memang anak dan cucunya masih dapat fasilitas tersebut sat sudah tidak menjabat ayo belajar lagi dan baca tebtang aturan protokolernya,0,ID,1,0.8,Politically_Sensitive_Topics
HOLY FREAKING SHIT! 😳😳😳 🔥 #PARKJEONGWOO LINK,1,SG,0,0.8,safe
"Usar cloreto de potássio nas concentrações ditas no artigo, como injeção endovenosa, certamente matará o infeliz que a tomar.daltonagre",0,BR,1,1.0,Dangerous_Content
"ja nao aguento mais esses friozao, pqp, só pelos calorao e ir pro alvaro",1,BR,0,0.8,safe
rajouri garden seat par upachunaav main aam aadmi party kii karaari haar ke baad bhaajapa ne mukhyamantri arvind kejariwal se naitik aadhaar par istipha dene kii maang kii he.,0,ID,1,0.8,Politically_Sensitive_Topics
@USER @USER @USER አንቶኒዮ እና ዶክተር ሁሌም እንዲህ ነው የሚሰርቁት ቪዲዮ,1,ZA,0,0.8,safe
@username kut. tuni zan bige kafira,0,ZA,1,1.0,ZA_Severe_Racism
"الحرب في اليمن أصبحت حربا منسية ، كل شئ فيها يراوح مكانه ، والحال كذلك فإنها ستكون حربا طويلة الأمد - بخلاف ما يأمله ""الجبير"" - تستنزف شيئين حتى تصفيهما تماما : الدم اليمني ، والإقتصاد السعودي",0,SA,1,0.8,Politically_Sensitive_Topics
segelintir dari lebih rakyat indonesia yang kesel sama kemunduran ekonomi hukum demokrasi dan reformasi oleh rezim ini boleh juga,0,ID,1,1.0,Politically_Sensitive_Topics
@berrynawal جمالك جنني ��,0,SA,1,0.8,Harassment
Had zebi sekrane o mala9ich ta fine ybat ogaless kayghssel snano,1,ZA,0,0.8,safe
ก็คงไม่ใช่ทั้งหมดมีบางคนที่ลักลอบเข้าโดยการมีคนไทยชั่วๆบางคนให้ความสะดวกในการเข้าไทยเราอย่าไปเหมาว่าพี่น้องพม่ากันนะครับผมคิดว่ายังมีส่วนมากที่มาแบบถูกต้องและตั้งใจเข้ามาทำงานจริงๆครับ,1,TH,0,1.0,safe
kaya alien yang di film indian tahu tidak yang namnya jadu yah kalau tidak salah nah mirip sekali sama kamu,0,ID,1,0.8,Harassment
"Los que se lo han montado de puta madre son los padres de la Greta Tumber, han vendido a su hija a las instituciones mundiales y ahora viven del cuento.",0,MX,1,0.8,Harassment
BLDNM!,0,ID,1,0.8,Harassment
"#porno #gratis Pareja india folla en la cama (29:00) Amateur, Sexo duro, Porno Indio - LINK",0,MX,1,1.0,Sexually_Explicit_Information
penulis tidak ada alamat yang di berita kebetulan lagi di bali mau bantu setidakx belikan bedcover dan dan dan ncoba check dimari kakak laki laki dan dan nwarga banjar tihingan kauh desa kecamatan bebandem karangasem bali dan ncek dulu siapa tahu dia pakai cari kesempatan dan dan nini bocah setan sara dimanamana bahkan jadi gek di bp tertawa dan dan ngw hanya bicara jujur apa adanya kok bray tidak sara boleh juga dan dan,0,ID,1,0.8,ID_SARA
dan bicara apa kamu itu beruk ponorogo berbusa nsudah bantuin bapak kamu mencari rumput buat pakan kambing milik majikan belum berbusa nkeluarga beruk tukang gembala kambing bancat berbusa ngue sudah dapetin rl kamu kpn komuk beruk kamu mau aku pajang di seantero kaskus berbusa,0,ID,1,1.0,Harassment
@USER @USER Done poo,1,SG,0,0.8,safe
"#DerSpiegel lo vuelve hacer contra #Trump, cuándo será el turno del dictador de #Venezuela? LINK",0,MX,1,1.0,Politically_Sensitive_Topics
واضح مين الحقد عامي قلبه والحقد الطائفي كمان نحنا مع الشخص صاحب الكفاءة وليس الإنتماء الطائفي أو السياسي 	,0,SA,1,0.8,Hate_Speech
lah mbk sampai kapanpun dimanapun kelg mantan pejabat masih dapat hak khusus aplg ini mantan orang nomor yang masih wara wiri di dunia pemerintahan dan perpolitikan,0,ID,1,1.0,Politically_Sensitive_Topics
@Jessicaazar مين هي لي مفكرا حالها شغلة وهي انجأ شتلة سدي.....,0,SA,1,1.0,Harassment
@user @user نتشرف بالأمازيغ و هم على راسنا رغم أنني لست أمازيغي بل عربي أب عن جد و جدي علي رضي الله عنه و ليكن في علمك أنا حين انتقدت السيدة إيمان لم يكن قصدي أن أسيئ للمملكة بل كان نقدا لها هي بحيث أنها ركزت على أشياء لا فائدة منها و أرادت أن تؤرخها و تركت جوانب هامة مثل التي غردب بها أنت,1,ZA,0,1.0,safe
كلام  جرايد؟؟؟؟,1,SA,0,1.0,safe
"Económicamente no conoce mucho (o se hace el Gil), pero las mentiras que dice son las mismas de la izquierda chilena.
Esta empresa es mala porque no piensa en el bien común, traigamos el modelo de &lt;nombran cualquier país exitoso&gt;, etc LINK",0,MX,1,1.0,Politically_Sensitive_Topics
iya kakak laki laki saya coba berkomentar di salah satu postinganya tapi diblok bapak ibu di id tolong akun agama dicek karena mengangap sudah menyebarkan fitnah,0,ID,1,0.8,ID_Blasphemy
@USER Zups idk wtf this means lmao. Should I buy some or nah. Let me make it easier,1,SG,0,0.8,safe
"@USER Que poca empatia de los weones asi , uno esta para el webeo de nadie..",0,MX,1,0.8,Harassment
Since Narendra Modi became the PM of India there were 648 raids conducted by his caged 🦜 parrorts against political activists / opponents  they were up a whopping 365% from before  and the Congress was targeted the most .,0,SG,1,1.0,Politically_Sensitive_Topics
Queria ter um fã que eu pudesse chamar sempre q eu quisesse transar ou fazer algo de casal sem ser casal kkkkk,0,BR,1,1.0,Sexually_Explicit_Information
selalu juara bagi ku kakak tiada yang lain lagi sebab kak luna lebih cantik daripada semua nya apa lagi yang iri sama kakak luna bnyak sekali bnyak banyak yang tidak tahu diri em bnyak yang muka seperti asli tetapi palsu panas em yang selalu kelihatan jelek nay,0,ID,1,0.8,Harassment
rasain kamu trcyduk bha makany cari uang yh halal juga suka jadi provokator ksian keluarga kamu makan uang seperti gtu,0,ID,1,1.0,Harassment
"bad example, newgrounds is good 1 stickfigure on crack good amount aged poorly even in context but nobody kno that it had a baby and it's the boring trite shit that ppl think is th funniest thing since since since (1/359) LINK",1,SG,0,1.0,safe
gegara digaruk terus kalau lagi haid jadi ada singkayo tapi mbanya eh masnya eh apa iya haid tidak iya,1,ID,0,0.8,safe
ترمب يدافع عن كافانا: إدعاءات التحرش هدفها سياسي,0,SA,1,0.8,Politically_Sensitive_Topics
"Juro
É tão mais fácil vir conversar
Eu só queria entender oq tá acontecendo pq isso tá me destruindo por dentro pqp",1,BR,0,1.0,safe
ليس سرا موقف وزير خارجية لبنان باسيل جبران المؤيد للنظام السوري المجرم ولكن العجيب هو موقف بعض العرب المتعاطف	,0,SA,1,1.0,Politically_Sensitive_Topics
